,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
134002,tt0381061,movie,Casino Royale,2006,144,"['Action', 'Adventure', 'Thriller']",8.0,665837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134456,tt0382932,movie,Ratatouille,2007,111,"['Adventure', 'Animation', 'Comedy']",8.1,752989,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134585,tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,2006,151,"['Action', 'Adventure', 'Fantasy']",7.3,729366,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137550,tt0401792,movie,Sin City,2005,124,"['Crime', 'Thriller']",8.0,775352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138133,tt0405159,movie,Million Dollar Baby,2004,132,"['Drama', 'Sport']",8.1,694320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138566,tt0407887,movie,The Departed,2006,151,"['Crime', 'Drama', 'Thriller']",8.5,1340621,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138811,tt0409459,movie,Watchmen,2009,162,"['Action', 'Drama', 'Mystery']",7.6,558773,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139332,tt0413300,movie,Spider-Man 3,2007,139,"['Action', 'Adventure', 'Sci-Fi']",6.3,600687,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139854,tt0416449,movie,300,2006,117,"['Action', 'Drama']",7.6,829988,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140114,tt0417741,movie,Harry Potter and the Half-Blood Prince,2009,153,"['Action', 'Adventure', 'Family']",7.6,557133,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140231,tt0418279,movie,Transformers,2007,144,"['Action', 'Adventure', 'Sci-Fi']",7.0,646279,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140874,tt0421715,movie,The Curious Case of Benjamin Button,2008,166,"['Drama', 'Fantasy', 'Romance']",7.8,661188,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
141451,tt0425112,movie,Hot Fuzz,2007,121,"['Action', 'Comedy', 'Mystery']",7.8,512595,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143063,tt0434409,movie,V for Vendetta,2005,132,"['Action', 'Drama', 'Sci-Fi']",8.2,1132201,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143263,tt0435761,movie,Toy Story 3,2010,103,"['Adventure', 'Animation', 'Comedy']",8.3,846043,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144112,tt0440963,movie,The Bourne Ultimatum,2007,115,"['Action', 'Mystery', 'Thriller']",8.0,640284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
144594,tt0443706,movie,Zodiac,2007,157,"['Crime', 'Drama', 'Mystery']",7.7,553914,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145495,tt0449088,movie,Pirates of the Caribbean: At World's End,2007,169,"['Action', 'Adventure', 'Fantasy']",7.1,660589,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145643,tt0450259,movie,Blood Diamond,2006,143,"['Adventure', 'Drama', 'Thriller']",8.0,558468,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145853,tt0451279,movie,Wonder Woman,2017,141,"['Action', 'Adventure', 'Fantasy']",7.4,667456,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146372,tt0454876,movie,Life of Pi,2012,127,"['Adventure', 'Drama', 'Fantasy']",7.9,639649,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146389,tt0454921,movie,The Pursuit of Happyness,2006,117,"['Biography', 'Drama']",8.0,523385,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146845,tt0457430,movie,Pan's Labyrinth,2006,118,"['Drama', 'Fantasy', 'War']",8.2,675876,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146996,tt0458339,movie,Captain America: The First Avenger,2011,124,"['Action', 'Adventure', 'Sci-Fi']",6.9,856131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147044,tt0458525,movie,X-Men Origins: Wolverine,2009,107,"['Action', 'Sci-Fi']",6.5,511743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148283,tt0467406,movie,Juno,2007,96,"['Comedy', 'Drama']",7.5,529135,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148414,tt0468569,movie,The Dark Knight,2008,152,"['Action', 'Crime', 'Drama']",9.0,2685598,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148542,tt0469494,movie,There Will Be Blood,2007,158,['Drama'],8.2,595486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148756,tt0470752,movie,Ex Machina,2014,108,"['Drama', 'Sci-Fi', 'Thriller']",7.7,554885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149723,tt0477348,movie,No Country for Old Men,2007,122,"['Crime', 'Drama', 'Thriller']",8.2,988571,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150013,tt0478970,movie,Ant-Man,2015,117,"['Action', 'Comedy', 'Sci-Fi']",7.3,683058,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150264,tt0480249,movie,I Am Legend,2007,101,"['Action', 'Drama', 'Horror']",7.2,771489,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150628,tt0482571,movie,The Prestige,2006,130,"['Drama', 'Mystery', 'Sci-Fi']",8.5,1349116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
153033,tt0499549,movie,Avatar,2009,162,"['Action', 'Adventure', 'Fantasy']",7.9,1328762,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153287,tt0758758,movie,Into the Wild,2007,148,"['Adventure', 'Biography', 'Drama']",8.1,630112,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153714,tt0770828,movie,Man of Steel,2013,143,"['Action', 'Adventure', 'Sci-Fi']",7.1,780028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154165,tt0780504,movie,Drive,2011,100,"['Action', 'Drama']",7.8,654736,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154913,tt0796366,movie,Star Trek,2009,127,"['Action', 'Adventure', 'Sci-Fi']",7.9,607741,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155050,tt0800080,movie,The Incredible Hulk,2008,112,"['Action', 'Adventure', 'Sci-Fi']",6.6,500278,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155122,tt0800369,movie,Thor,2011,115,"['Action', 'Fantasy']",7.0,860032,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156179,tt0816692,movie,Interstellar,2014,169,"['Adventure', 'Drama', 'Sci-Fi']",8.6,1871968,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156181,tt0816711,movie,World War Z,2013,116,"['Action', 'Adventure', 'Horror']",7.0,679401,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157004,tt0829482,movie,Superbad,2007,113,['Comedy'],7.6,592415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157939,tt0848228,movie,The Avengers,2012,143,"['Action', 'Sci-Fi']",8.0,1404206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159597,tt0892769,movie,How to Train Your Dragon,2010,98,"['Action', 'Adventure', 'Animation']",8.1,751555,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159950,tt0903624,movie,The Hobbit: An Unexpected Journey,2012,169,['Fantasy'],7.8,837758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160222,tt0910970,movie,WALL·E,2008,98,"['Adventure', 'Animation', 'Family']",8.4,1129722,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160577,tt0926084,movie,Harry Potter and the Deathly Hallows: Part 1,2010,146,"['Adventure', 'Family', 'Fantasy']",7.7,560704,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160934,tt0936501,movie,Taken,2008,90,"['Action', 'Crime', 'Thriller']",7.8,610243,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161233,tt0945513,movie,Source Code,2011,93,"['Action', 'Drama', 'Mystery']",7.5,527417,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161273,tt0947798,movie,Black Swan,2010,108,"['Drama', 'Thriller']",8.0,779749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161293,tt0948470,movie,The Amazing Spider-Man,2012,136,"['Action', 'Adventure', 'Sci-Fi']",6.9,665510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162708,tt0988045,movie,Sherlock Holmes,2009,128,"['Action', 'Adventure', 'Mystery']",7.6,642894,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162924,tt0993846,movie,The Wolf of Wall Street,2013,180,"['Biography', 'Comedy', 'Crime']",8.2,1438794,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164035,tt1010048,movie,Slumdog Millionaire,2008,120,"['Crime', 'Drama', 'Romance']",8.0,853136,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165172,tt1022603,movie,500 Days of Summer,2009,95,"['Comedy', 'Drama', 'Romance']",7.7,525046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165381,tt1024648,movie,Argo,2012,120,"['Biography', 'Drama', 'Thriller']",7.7,620419,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167450,tt1045658,movie,Silver Linings Playbook,2012,122,"['Comedy', 'Drama', 'Romance']",7.7,716978,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167856,tt1049413,movie,Up,2009,96,"['Adventure', 'Animation', 'Comedy']",8.3,1056915,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170239,tt1074638,movie,Skyfall,2012,143,"['Action', 'Adventure', 'Thriller']",7.8,704880,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170795,tt10811166,movie,The Kashmir Files,2022,170,['Drama'],8.7,563410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171260,tt10872600,movie,Spider-Man: No Way Home,2021,148,"['Action', 'Adventure', 'Fantasy']",8.2,777068,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174391,tt1119646,movie,The Hangover,2009,100,['Comedy'],7.7,797904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175170,tt11286314,movie,Don't Look Up,2021,138,"['Comedy', 'Drama', 'Sci-Fi']",7.2,548711,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
175361,tt1130884,movie,Shutter Island,2010,138,"['Mystery', 'Thriller']",8.2,1339449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
175917,tt1136608,movie,District 9,2009,112,"['Action', 'Sci-Fi', 'Thriller']",7.9,689751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
177672,tt1156398,movie,Zombieland,2009,88,"['Action', 'Comedy', 'Horror']",7.6,587850,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178052,tt1160419,movie,Dune,2021,155,"['Action', 'Adventure', 'Drama']",8.0,655173,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178827,tt1170358,movie,The Hobbit: The Desolation of Smaug,2013,161,['Fantasy'],7.8,673029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181560,tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,2011,130,"['Adventure', 'Family', 'Fantasy']",8.1,889560,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181843,tt1205489,movie,Gran Torino,2008,116,['Drama'],8.1,783448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182323,tt1211837,movie,Doctor Strange,2016,115,"['Action', 'Adventure', 'Fantasy']",7.5,755569,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182832,tt1219289,movie,Limitless,2011,105,"['Sci-Fi', 'Thriller']",7.4,583405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
183544,tt1228705,movie,Iron Man 2,2010,124,"['Action', 'Sci-Fi']",6.9,828516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183910,tt1232829,movie,21 Jump Street,2012,109,"['Action', 'Comedy', 'Crime']",7.2,568311,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185378,tt1250777,movie,Kick-Ass,2010,117,"['Action', 'Comedy', 'Crime']",7.6,570475,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186826,tt1270798,movie,X-Men: First Class,2011,131,"['Action', 'Sci-Fi']",7.7,700095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187253,tt1276104,movie,Looper,2012,119,"['Action', 'Drama', 'Sci-Fi']",7.4,583299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
188088,tt1285016,movie,The Social Network,2010,120,"['Biography', 'Drama']",7.8,714980,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189259,tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,2011,137,"['Action', 'Adventure', 'Fantasy']",6.6,536178,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189429,tt1300854,movie,Iron Man 3,2013,130,"['Action', 'Adventure', 'Sci-Fi']",7.1,861139,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191031,tt1318514,movie,Rise of the Planet of the Apes,2011,105,"['Action', 'Drama', 'Sci-Fi']",7.6,535653,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191556,tt1323594,movie,Despicable Me,2010,95,"['Adventure', 'Animation', 'Comedy']",7.6,555297,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193883,tt1343092,movie,The Great Gatsby,2013,143,"['Drama', 'Romance']",7.2,557555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194184,tt1345836,movie,The Dark Knight Rises,2012,164,"['Action', 'Drama', 'Thriller']",8.4,1723595,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196505,tt1375666,movie,Inception,2010,148,"['Action', 'Adventure', 'Sci-Fi']",8.8,2383275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197331,tt1386697,movie,Suicide Squad,2016,123,"['Action', 'Adventure', 'Fantasy']",5.9,693807,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197830,tt1392170,movie,The Hunger Games,2012,142,"['Action', 'Adventure', 'Sci-Fi']",7.2,931417,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197833,tt1392190,movie,Mad Max: Fury Road,2015,120,"['Action', 'Adventure', 'Sci-Fi']",8.1,1017477,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197839,tt1392214,movie,Prisoners,2013,153,"['Crime', 'Drama', 'Mystery']",8.1,732513,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198101,tt1396484,movie,It,2017,135,['Horror'],7.3,560275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199382,tt1411697,movie,The Hangover Part II,2011,102,['Comedy'],6.5,508570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200877,tt1431045,movie,Deadpool,2016,108,"['Action', 'Comedy']",8.0,1053355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202257,tt1446714,movie,Prometheus,2012,124,"['Adventure', 'Mystery', 'Sci-Fi']",7.0,617134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
202784,tt1454468,movie,Gravity,2013,91,"['Drama', 'Sci-Fi', 'Thriller']",7.7,835258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
203067,tt1457767,movie,The Conjuring,2013,112,"['Horror', 'Mystery', 'Thriller']",7.5,518321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
205031,tt1483013,movie,Oblivion,2013,124,"['Action', 'Adventure', 'Sci-Fi']",7.0,533791,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
206512,tt1504320,movie,The King's Speech,2010,118,"['Biography', 'Drama', 'History']",8.0,687254,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211843,tt1570728,movie,"Crazy, Stupid, Love.",2011,118,"['Comedy', 'Drama', 'Romance']",7.4,528911,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215558,tt1631867,movie,Edge of Tomorrow,2014,113,"['Action', 'Adventure', 'Sci-Fi']",7.9,691382,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215813,tt1637725,movie,Ted,2012,106,['Comedy'],6.9,623847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216914,tt1659337,movie,The Perks of Being a Wallflower,2012,103,['Drama'],7.9,520997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217029,tt1663202,movie,The Revenant,2015,156,"['Action', 'Adventure', 'Drama']",8.0,818153,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217062,tt1663662,movie,Pacific Rim,2013,131,"['Action', 'Adventure', 'Sci-Fi']",6.9,509057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217404,tt1670345,movie,Now You See Me,2013,115,"['Crime', 'Mystery', 'Thriller']",7.2,670959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
217725,tt1675434,movie,The Intouchables,2011,112,"['Biography', 'Comedy', 'Drama']",8.5,870871,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220147,tt1727824,movie,Bohemian Rhapsody,2018,134,"['Biography', 'Drama', 'Music']",7.9,548536,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221026,tt1745960,movie,Top Gun: Maverick,2022,130,"['Action', 'Drama']",8.3,544464,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223398,tt1798709,movie,Her,2013,126,"['Drama', 'Romance', 'Sci-Fi']",8.0,626556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
224569,tt1825683,movie,Black Panther,2018,134,"['Action', 'Adventure', 'Sci-Fi']",7.3,792090,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225714,tt1843866,movie,Captain America: The Winter Soldier,2014,136,"['Action', 'Adventure', 'Sci-Fi']",7.8,857433,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226150,tt1853728,movie,Django Unchained,2012,165,"['Drama', 'Western']",8.4,1577604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226289,tt1856101,movie,Blade Runner 2049,2017,164,"['Action', 'Drama', 'Mystery']",8.0,590171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227016,tt1872181,movie,The Amazing Spider-Man 2,2014,142,"['Action', 'Adventure', 'Sci-Fi']",6.6,506821,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227219,tt1877830,movie,The Batman,2022,176,"['Action', 'Crime', 'Drama']",7.8,680819,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227220,tt1877832,movie,X-Men: Days of Future Past,2014,132,"['Action', 'Adventure', 'Sci-Fi']",7.9,719994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229556,tt1951264,movie,The Hunger Games: Catching Fire,2013,146,"['Action', 'Adventure', 'Sci-Fi']",7.5,674781,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230658,tt1981115,movie,Thor: The Dark World,2013,112,"['Action', 'Adventure', 'Fantasy']",6.8,692704,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231964,tt2015381,movie,Guardians of the Galaxy,2014,121,"['Action', 'Adventure', 'Comedy']",8.0,1194170,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232349,tt2024544,movie,12 Years a Slave,2013,134,"['Biography', 'Drama', 'History']",8.1,709399,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234522,tt2084970,movie,The Imitation Game,2014,114,"['Biography', 'Drama', 'Thriller']",8.0,781415,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235093,tt2096673,movie,Inside Out,2015,95,"['Adventure', 'Animation', 'Comedy']",8.2,725828,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236141,tt2119532,movie,Hacksaw Ridge,2016,139,"['Biography', 'Drama', 'History']",8.1,539259,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241838,tt2250912,movie,Spider-Man: Homecoming,2017,133,"['Action', 'Adventure', 'Sci-Fi']",7.4,669741,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242441,tt2267998,movie,Gone Girl,2014,149,"['Drama', 'Mystery', 'Thriller']",8.1,997405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
242804,tt2278388,movie,The Grand Budapest Hotel,2014,99,"['Adventure', 'Comedy', 'Crime']",8.1,825525,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243381,tt2294629,movie,Frozen,2013,102,"['Adventure', 'Animation', 'Comedy']",7.4,633782,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243956,tt2310332,movie,The Hobbit: The Battle of the Five Armies,2014,144,"['Adventure', 'Fantasy']",7.4,542070,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
